Data set #,Algorithm,Runtime
2,Numpy Sort,"[0.013444155996694462, 0.013640784000017447, 0.015963533998728963, 0.01355417200102238, 0.013382933000684716, 0.01342255599956843, 0.013488158998370636, 0.013364697999350028, 0.01354483500108472, 0.013360741002543364]"
3,Quick Sort,"[0.1448100900015561, 0.14510937500017462, 0.14498395699774846, 0.15219313299894566, 0.14537629599726642, 0.14475586900152848, 0.1582541960015078, 0.14671774700036622, 0.14490815200042562, 0.14501396999912686]"
3,Heap Sort,"[0.29982827399726375, 0.2834779980003077, 0.28680238599918084, 0.2839823480026098, 0.3086886359997152, 0.2977317420009058, 0.2871742399984214, 0.287408256001072, 0.28325082499941345, 0.3153372599990689]"
3,Merge Sort,"[0.237263619001169, 0.27794274700136157, 0.22558593800204108, 0.2233846529998118, 0.22365279400037252, 0.23185578800257645, 0.22331029500128352, 0.24464751899722614, 0.22424266300004092, 0.22347480199823622]"
3,std::sort,"[0.2117776209997828, 0.2244004100029997, 0.21155695999914315, 0.23968748100014636, 0.21080486799837672, 0.21119990499937558, 0.23238509400107432, 0.24942658900181414, 0.21123132400316535, 0.215557990999514]"
3,Numpy Sort,"[0.013456158998451428, 0.01344915600202512, 0.013346595002076356, 0.013534235000406625, 0.01330557799883536, 0.013385127000219654, 0.013286794001032831, 0.013399613999354187, 0.013382182001805631, 0.013430861999950139]"
4,Quick Sort,"[0.14430088800145313, 0.14375659599681967, 0.14397615499910899, 0.14373202999922796, 0.14372047900178586, 0.14426476600056048, 0.14674582999941777, 0.14371772400045302, 0.15898293600184843, 0.14402297500055283]"
4,Heap Sort,"[0.2996596189987031, 0.30625167000107467, 0.29598632999841357, 0.2840596519999963, 0.31617790699965553, 0.2836744140004157, 0.28404430400041747, 0.29556350100028794, 0.2839738820002822, 0.3425163340034487]"
4,Merge Sort,"[0.22388035800031503, 0.2237155900002108, 0.2242943919991376, 0.22363178199884715, 0.2312014380004257, 0.23500684299870045, 0.22368826000092668, 0.23669390800205292, 0.22986582700104918, 0.22382686999844736]"
4,std::sort,"[0.2112359419988934, 0.20762415700301062, 0.20798181400095928, 0.23618057200292242, 0.2211120360007044, 0.2690722299994377, 0.2110366509987216, 0.209167556000466, 0.20856956300121965, 0.22923196800184087]"
4,Numpy Sort,"[0.013376791001064703, 0.013302102001034655, 0.024573177001002477, 0.013457221000862774, 0.013431402996502584, 0.013280702001793543, 0.018184846001531696, 0.01619012700029998, 0.013426915000309236, 0.01319582299765898]"
5,Quick Sort,"[0.14189354900008766, 0.1417752119996294, 0.14170020199890132, 0.14712095899812994, 0.1420727659969998, 0.14280103399869404, 0.18052694499783684, 0.14215957100168453, 0.1419829460028268, 0.1418924799982051]"
5,Heap Sort,"[0.29488395700172987, 0.2846610039996449, 0.28548042900001747, 0.3172446469980059, 0.34613812799943844, 0.284905943000922, 0.28652513199995155, 0.28438934500081814, 0.2834383240005991, 0.31283896900276886]"
5,Merge Sort,"[0.23051915500036557, 0.23273379499732982, 0.2234155810001539, 0.2236788020018139, 0.22337871199852088, 0.23222117199838976, 0.22410852299799444, 0.2663911389972782, 0.23821268299798248, 0.2253280260010797]"
5,std::sort,"[0.2194902990013361, 0.21084634799990454, 0.21349127699795645, 0.23925452299954486, 0.21032742799798143, 0.21437710899772355, 0.21033750700007658, 0.21049660599965136, 0.2138774970007944, 0.21037008699931903]"
5,Numpy Sort,"[0.013370209002459887, 0.013518956002371851, 0.01359122099893284, 0.013522223001928069, 0.013587624998763204, 0.01349582400143845, 0.013454806998197455, 0.01379575199825922, 0.013391939999564784, 0.013580532002379186]"
6,Quick Sort,"[0.14711206900028628, 0.1422664480014646, 0.14242387099875486, 0.14237169300031383, 0.1443157159992552, 0.14391825799975777, 0.1508296469983179, 0.15073748500071815, 0.14239856299900566, 0.14230597099958686]"
6,Heap Sort,"[0.2841282009976567, 0.2832724979998602, 0.29420413700063364, 0.2860089739988325, 0.3178505759969994, 0.3046064949994616, 0.3092276479983411, 0.2925890549995529, 0.28923324900097214, 0.31039643800249905]"
6,Merge Sort,"[0.2253926199991838, 0.23325886100064963, 0.23076636599944322, 0.22488087300007464, 0.22371255499820109, 0.2235675039992202, 0.22492403399883187, 0.23396808699908433, 0.22786444799930905, 0.2254028669995023]"
6,std::sort,"[0.22145014700072352, 0.23640827599956538, 0.21001802099999622, 0.23026948799815727, 0.2421006690019567, 0.21006448800108046, 0.20969744299873128, 0.21413419600139605, 0.21061963600004674, 0.22672473900092882]"
6,Numpy Sort,"[0.013521790999220684, 0.013557979000324849, 0.013435762000881368, 0.013550694999139523, 0.0134755649996805, 0.013534515001083491, 0.013810519998514792, 0.013415462999546435, 0.013457963003020268, 0.013547319002100267]"
7,Quick Sort,"[0.1421326780000527, 0.142103053000028, 0.14177041299990378, 0.15925630600031582, 0.14417120899815927, 0.14922204300091835, 0.1417970919974323, 0.1419951409989153, 0.1420635089998541, 0.14177068400022108]"
7,Heap Sort,"[0.2957041410008969, 0.28559003600094, 0.28638226299881353, 0.2837473809995572, 0.3063310380020994, 0.30004335199919296, 0.28766750900103943, 0.28600125199955073, 0.30372400999840465, 0.3056378629989922]"
7,Merge Sort,"[0.2519521549984347, 0.22361672899933183, 0.22546946800139267, 0.22454539000318618, 0.22349207400111482, 0.23975775100188912, 0.22368136599834543, 0.2362456930022745, 0.22511679300077958, 0.2237008820011397]"
7,std::sort,"[0.21127973399779876, 0.22791526099899784, 0.211855187000765, 0.2384921939992637, 0.23391353400074877, 0.21117841400337056, 0.21150323999972898, 0.2121942690027936, 0.21165459300027578, 0.21660730700023123]"
7,Numpy Sort,"[0.013409602997853654, 0.01334432099974947, 0.013344450999284163, 0.01328591100173071, 0.013704151999263559, 0.013322389997483697, 0.013242160002846504, 0.01329030000124476, 0.013370610002311878, 0.013324724000995047]"
8,Quick Sort,"[0.1445894459975534, 0.14263457400011248, 0.14451876699968125, 0.14290947699919343, 0.14446484600193799, 0.15101304600102594, 0.14671755699964706, 0.18264132400145172, 0.15250826100236736, 0.1429045769982622]"
8,Heap Sort,"[0.28336876499815844, 0.28350791400225717, 0.2967545420033275, 0.28329439500157605, 0.3149244699998235, 0.2837602949985012, 0.282003498999984, 0.3011934290007048, 0.28311547900011647, 0.3122431309966487]"
8,Merge Sort,"[0.2233671299982234, 0.23423699700288125, 0.24287427200033562, 0.22362684400286525, 0.22405417900154134, 0.22385171399946557, 0.22335902600025292, 0.23833984700104338, 0.23061041599794407, 0.22336463700048625]"
8,std::sort,"[0.2094656320005015, 0.2098541359991941, 0.20889831299791695, 0.2521603680033877, 0.2339185439996072, 0.21765726399826235, 0.2320447999991302, 0.22931233599956613, 0.20920238100006827, 0.21304358199995477]"
8,Numpy Sort,"[0.017713327000819845, 0.013509418000467122, 0.013323781997314654, 0.013395095997111639, 0.013423919001070317, 0.013526981001632521, 0.013527942999644438, 0.013478840999596287, 0.013358055999560747, 0.013372483001148794]"
9,Quick Sort,"[0.14509007200103952, 0.14497856399975717, 0.14638603899948066, 0.14817252899956657, 0.14819977300066967, 0.14583897499687737, 0.15375140099786222, 0.1602692640008172, 0.1452304769991315, 0.1500976819988864]"
9,Heap Sort,"[0.31041849900066154, 0.3120882189978147, 0.2841716609982541, 0.28362453100271523, 0.3160551889995986, 0.28346756800237927, 0.2872539490017516, 0.28294574600295164, 0.28421279800022603, 0.3137051159974362]"
9,Merge Sort,"[0.25282338000033633, 0.22554450100142276, 0.22343042800275725, 0.22441108799830545, 0.23963999099942157, 0.2456646870014083, 0.2265558789986244, 0.23880016600014642, 0.22331838000172866, 0.22344386399709038]"
9,std::sort,"[0.2106128510022245, 0.22185536200049683, 0.20929546399929677, 0.2208003749983618, 0.2088996460006456, 0.2090892989981512, 0.21124920600050245, 0.208696317000431, 0.20970277400192572, 0.23008777799987]"
9,Numpy Sort,"[0.013506111998140113, 0.013521631000912748, 0.019205558000976453, 0.013539586998376762, 0.013544614001148148, 0.013362744997721165, 0.01835678600036772, 0.013438625999697251, 0.013321578000613954, 0.01347574600004009]"
